Network,R0,Epidemic_size(%),SD,SE,Epidemic_duration,SD,SE
44,1.5,48.0063795853,27.614283984,1.4493740265,17.8842975207,10.2614768772,0.5385878579
45,1.5,39.8369565217,20.4984825976,1.3516299159,19.9434782609,9.8999923622,0.652786165
46,1.5,40.7653429603,23.722656484,1.4253562867,19.4729241877,10.9354929917,0.6570500944
49,1.5,89.98,19.1363423882,0.8558032484,15.354,6.2728529395,0.2805305117
50,1.5,59.1424968474,27.5375498077,1.439410787,16.5027322404,8.9313559003,0.4668494516
51,1.5,60.425,33.0965538236,1.4801228834,12.122,8.1050056138,0.3624668702
52,1.5,62.075,31.8807445804,1.4257502411,11.63,7.2675374096,0.3250141535
53,1.5,59.2098017621,28.4378748998,1.3346555998,16.7555066079,8.5215277055,0.3999351116
54,1.5,70.4725044348,27.6892843379,1.2678052373,16.2410901468,7.833068995,0.3586515915
55,1.5,40.2173913043,24.0290840594,1.5106955715,21.1936758893,11.4089469574,0.7172743497
56,1.5,36.5534382767,18.4588999833,0.9796966886,15.0084507042,8.3266033262,0.4419302187
57,1.5,26.70781893,10.8709567139,1.145899452,37.7888888889,13.3304117169,1.4051487724
58,1.5,37.9353233831,21.2694931609,1.5002343753,25.5572139303,12.2250033401,0.862285251
59,1.5,36.8003124186,18.114313866,1.4017276911,27.1556886228,12.6054716985,0.9754406857
60,1.5,38.5584677419,18.374710099,1.4526483815,32.925,14.5054084741,1.1467532292
61,1.5,57.3246565437,26.7438492922,1.2455852408,15.3926247289,7.0097445227,0.3264763507
62,1.5,40.2949308756,21.1221076251,1.4338620956,20.1889400922,10.7311625665,0.7284787825
63,1.5,40.9179056238,21.775584855,1.4115015186,19.9579831933,10.2501444614,0.6644181807
65,1.5,60.8807622972,28.0829372445,1.4947039313,15.5042492918,8.6754911244,0.4617498012
66,1.5,34.4602977667,18.3555140459,1.4696172882,30.6474358974,12.4162860829,0.9940984838
67,1.5,47.5298438935,26.4567370413,1.3886185684,15.5454545455,9.453962686,0.4962043547
68,1.5,43.868852459,22.869175625,1.4640489468,21.4754098361,10.4428288319,0.6685336107
69,1.5,38.954409435,19.6196023688,1.2483654043,18.5506072874,9.5445084384,0.6073025289
2,1.55,72.1520510045,28.1661404952,1.2737169015,16.9161554192,7.2449915529,0.3276298431
3,1.55,36.7127153892,18.0365635529,1.5466225651,40.5588235294,15.2781874049,1.3100937617
4,1.55,38.5153987892,17.0333922228,1.4145462307,49.1103448276,19.4727456723,1.6171235084
5,1.55,39.8224127373,17.7457868269,1.4891933493,46.2746478873,18.7939698024,1.5771549107
6,1.55,42.7955665025,22.4681275869,1.4751048432,25.8017241379,12.4122574481,0.8149046246
7,1.55,38.4389348026,19.388503774,1.5093929717,33.4060606061,14.9138524055,1.1610418351
8,1.55,36.8526365348,17.2533281663,1.4377773472,43.8333333333,18.0435430125,1.5036285844
9,1.55,41.3775575041,20.0998118865,1.4858208489,27.693989071,12.8307314206,0.9484749588
10,1.55,37.0181818182,21.6589187249,1.3060819414,16.1963636364,9.4448439736,0.5695455212
11,1.55,15.286351166,4.8629403612,0.4679366544,26.9907407407,8.0132937815,0.7710795536
12,1.55,15.2839548409,5.2955652761,0.5957976421,31.5696202532,10.2743179198,1.1559510782
13,1.55,16.3770250368,4.6986624823,0.7942189177,34.2857142857,10.3773694123,1.7540955823
14,1.55,42.5120772947,24.2248976746,1.129491678,14.5847826087,7.1185143599,0.3319024434
15,1.55,29.2103700772,14.685019372,1.1502194881,26.2331288344,9.3556652907,0.7327922606
16,1.55,17.1067056459,3.5460009976,0.4917418623,52.5576923077,13.1885927714,1.8289287496
17,1.55,27.21171446,10.1383605476,1.1553734124,43.2467532468,15.8508927555,1.8063768758
18,1.55,45.9039548023,24.1355349201,1.282789208,17.9745762712,7.8712756751,0.4183535821
20,1.55,55.15,31.8155229409,1.4228334407,12.084,8.5203840289,0.3810431577
21,1.55,66.4285714286,30.9953913625,1.3861560415,12.084,7.2578883981,0.3245826366
22,1.55,68.425,31.3880052727,1.4037142694,12.424,7.1060695184,0.3177930899
23,1.55,76.1111111111,25.4138583755,1.136542298,13.212,6.3770726827,0.2851913603
24,1.55,48.3111111111,33.0784626511,1.4793138216,11.034,8.3649772265,0.3740931542
26,1.55,38.9473684211,20.8809324893,1.5148620601,23.5263157895,11.6455025023,0.8448535486
27,1.55,47.1120279276,23.1792278928,1.4003083676,21.1240875912,10.348627509,0.6251834514
28,1.55,41.203125,25.7913379884,1.4417796243,16.9375,10.7672463402,0.6019073687
29,1.55,32.7011494253,17.3936127267,1.3186063779,28.2011494253,12.5579026202,0.9520121408
30,1.55,73.8666666667,28.2320542804,1.2625758503,11.576,6.5954699605,0.2949583835
31,1.55,51.0299625468,28.170390262,1.4930276978,16.9269662921,10.5540477782,0.5593634135
33,1.55,45.8727272727,23.6099222733,1.4932225953,19.9,10.3854706201,0.6568348346
34,1.55,57.8641644325,26.5697863655,1.3757313897,15.8284182306,8.7664084017,0.4539074213
35,1.55,48.1656804734,26.0352041104,1.4161284135,15.8639053254,9.1279108424,0.4964928965
36,1.55,66.775,32.9133236699,1.4719285818,12.622,8.1972627139,0.3665927332
37,1.55,40.9980282117,24.666410395,1.3241622895,15.6887608069,9.2817546176,0.4982706948
38,1.55,45.8668284544,29.0437360716,1.5591494439,17.3314121037,10.5364589483,0.5656267523
39,1.55,46.4679397609,28.5398860885,1.5500738378,17.6755162242,11.1944869998,0.6080010751
40,1.55,48.0486931615,23.5210497635,1.4421680916,20.1052631579,9.7662632112,0.5988080175
41,1.55,50.9265988372,27.9049835676,1.5045358821,16.9563953488,10.1257135738,0.5459418877
42,1.55,50.6231671554,29.7930337357,1.6133832316,16.8416422287,10.267599679,0.5560216962
43,1.55,47.6714285714,26.5836799713,1.5886787422,21.7892857143,11.7239936908,0.7006426337
44,1.55,44.6460980036,27.4703290829,1.4147939272,16.7639257294,10.0808389548,0.5191896206
45,1.55,40.5320813772,21.4676641381,1.4709401094,19.1877934272,10.0441486161,0.6882137232
46,1.55,44.3162055336,24.2130451526,1.5222611063,20.4150197628,10.1029137043,0.6351647426
49,1.55,91.96,17.2092533249,0.7696212055,15.432,5.9532659944,0.266238149
50,1.55,59.9180007809,28.6394788738,1.4428361014,15.923857868,8.5605807325,0.4312758268
51,1.55,61.8,32.6459798444,1.4599726025,11.982,7.765157822,0.3472684149
52,1.55,65.425,31.1429265645,1.3927540163,12.248,7.2681838172,0.3250430618
53,1.55,61.670235546,28.7238743142,1.3291823859,16.2012847966,8.3505990026,0.3864196377
54,1.55,73.9842620845,26.9123739192,1.2296577506,16.8267223382,7.7914649993,0.3560011225
55,1.55,45.5823792932,26.2190249432,1.5476601075,22.6759581882,12.4647047498,0.7357682574
56,1.55,37.0490737732,19.0629552066,1.0019266815,14.9613259669,8.4414556107,0.4436730568
57,1.55,26.3076053152,11.6363859702,1.0166757627,34.9923664122,10.9450369967,0.9562723224
58,1.55,40.5541237113,22.493891691,1.6149673059,25.7268041237,13.7005005211,0.9836386126
59,1.55,38.6473429952,19.3229166519,1.4402451719,27.3111111111,11.7389611924,0.874970507
60,1.55,39.4527002537,20.556732538,1.5407922459,32.7921348315,16.1529398634,1.2107140298
61,1.55,60.1287553648,27.7478017796,1.285392096,15.6180257511,7.4188034769,0.3436694347
62,1.55,39.0933333333,21.7777705215,1.4518513681,19.6888888889,11.0184133204,0.734560888
63,1.55,41.0059171598,21.6788212207,1.3444634182,20,10.2458246655,0.6354190715
65,1.55,59.793052476,28.4190744931,1.4794379243,16.3224932249,9.7542462863,0.507785779
66,1.55,36.8390914297,18.9897999688,1.4607538438,31.4378698225,14.4397539754,1.1107503058
67,1.55,48.1695568401,26.1471950796,1.405681916,15.7398843931,9.3540800648,0.5028784597
68,1.55,42.95,22.9760201079,1.4830957207,21.1125,11.3306300391,0.7313890241
69,1.55,40.2500466505,19.5284831828,1.2793534704,19.7553648069,9.5681552915,0.6268306946
2,1.6,72.0825426945,29.4425739198,1.3220105953,16.4294354839,6.8390969035,0.3070845162
3,1.6,41.2000802729,18.5255302656,1.5075862723,43.2185430464,16.4296187231,1.3370234099
4,1.6,38.7432238079,18.6513213682,1.5877059122,48.2536231884,19.2007176776,1.6344736318
5,1.6,40.347826087,17.3546879609,1.3939620817,47.0709677419,16.4144349052,1.3184391389
6,1.6,43.1598062954,23.2252082294,1.5118322833,24.9491525424,12.2397293213,0.7967385155
7,1.6,38.7949260042,20.230191133,1.5425376127,32.3488372093,13.9536337202,1.0639545966
8,1.6,37.5052966102,17.3287075012,1.3699546153,43.7375,16.1734688224,1.2786249786
9,1.6,41.1544850498,18.2953929196,1.4115202082,27.3273809524,11.8996283574,0.9180762594
10,1.6,40.9090909091,23.6941198604,1.4010626785,17.2587412587,10.1813715033,0.6020371178
11,1.6,17.0248078267,5.9757941078,0.5804204333,27.5754716981,8.5704055442,0.832431374
12,1.6,15.6044558072,4.7142720888,0.5480229987,30.5405405405,9.0272697815,1.0493987964
13,1.6,15.3581813376,3.2014130221,0.5126363568,36.0769230769,9.6247134233,1.5411875914
14,1.6,45.2153695546,25.9955128899,1.2200298711,14.6299559471,7.5410524919,0.3539191298
15,1.6,29.9512378095,14.6241721826,1.1150826751,26.75,11.3762936908,0.8674342618
16,1.6,17.7503120093,2.9570043056,0.3849691703,51.5423728814,12.3526186531,1.6081739702
17,1.6,27.9617741465,10.5752867306,1.1025498581,41.7934782609,15.0676287361,1.5709088886
18,1.6,50.2632783883,24.185001081,1.2676384955,18.7527472527,8.017108638,0.420210671
20,1.6,58.4,32.3177969546,1.4452958175,12.292,8.0383291796,0.3594850094
21,1.6,69.0285714286,30.8907753221,1.38147747,11.92,7.133975049,0.3190410632
22,1.6,71.45,29.7577300882,1.3308061467,12.386,7.0023570317,0.3131549265
23,1.6,78,24.9136781312,1.1141735574,13.454,6.084068047,0.2720877947
24,1.6,50.7111111111,32.678576816,1.4614303834,11.17,8.2864407317,0.3705808954
26,1.6,40.4137039431,19.9541135034,1.3422589282,24.2850678733,11.2001617482,0.7534044096
27,1.6,46.2797889758,23.8186236458,1.5406986846,20.4225941423,10.5589237263,0.6829999977
28,1.6,43.2492113565,27.3747974253,1.5375218026,17.0126182965,10.9244537328,0.6135784508
29,1.6,33.6200716846,17.6326236821,1.2928866966,28.5913978495,12.3281621468,0.9039447062
30,1.6,74.9333333333,29.3162071217,1.3110606393,11.59,6.6282652331,0.2964250327
31,1.6,50.4155124654,28.3122188349,1.4901167808,16.0027700831,9.532129257,0.5016910135
33,1.6,46.6552315609,24.5646793304,1.5089962559,19.7094339623,10.8340181252,0.665528443
34,1.6,57.482078853,26.8579270447,1.3925186483,16.061827957,8.8335227141,0.4579968174
35,1.6,50.6704438149,26.5831550855,1.4148785815,16.2294617564,8.6960662524,0.4628449047
36,1.6,69.825,32.1096850654,1.4359887708,12.62,7.8805837347,0.3524304187
37,1.6,43.073200242,26.2222018329,1.4056575638,16.6925287356,9.7715427456,0.5238096731
38,1.6,45.57163301,29.6749693829,1.6310838313,17.4894259819,11.4034384213,0.626789662
39,1.6,45.780399274,28.8155152588,1.5446737553,17.1522988506,11.2598524113,0.6035914455
40,1.6,47.8109192395,23.8540605205,1.4437134193,18.8571428571,9.825851485,0.5946875851
41,1.6,49.8686186186,28.6571749719,1.5704035148,16.5195195195,10.2325986653,0.5607429527
42,1.6,50.1524390244,29.197103181,1.51994048,16.6991869919,9.9904574736,0.5200824422
43,1.6,48.6808510638,27.1082199852,1.6142710086,21.3404255319,11.2191767104,0.6680922508
44,1.6,48.9224453892,29.1954714739,1.5408780503,17.7855153203,10.4151278286,0.5496894228
45,1.6,43.1910569106,22.2693962322,1.4198448452,20.7642276423,10.5738450912,0.6741637398
46,1.6,48.8080808081,24.9010202627,1.4449037461,21.3939393939,9.8382386483,0.5708725075
49,1.6,94.78,13.3023155879,0.5948976383,15.298,5.6858768893,0.2542801447
50,1.6,61.8958059056,28.4231536153,1.4054344937,16.1809290954,8.5728021693,0.4238977856
51,1.6,62.875,33.384830013,1.4930149865,11.756,7.4205433763,0.3318567884
52,1.6,66.1,30.9360630979,1.3835028009,11.93,6.97259636,0.3118239888
53,1.6,63.707537155,29.9329940215,1.3792395602,16.3290870488,8.0910413497,0.372815506
54,1.6,74.385408406,25.7604799962,1.1697231408,16.5793814433,7.3678311395,0.3345559781
55,1.6,47.26443769,24.5348177819,1.4610271375,23.3829787234,12.2081007721,0.7269818216
56,1.6,38.035892323,18.5492574947,0.9858819127,14.5677966102,7.7136010337,0.4099732694
57,1.6,30.7826694619,13.2699324164,1.288889775,38.2169811321,14.8888997002,1.4461377785
58,1.6,37.8403755869,21.5228967248,1.4747245839,25.3521126761,13.1096122047,0.8982558273
59,1.6,41.6149068323,19.7555940058,1.4643820557,29.1263736264,11.8655687607,0.8795344736
60,1.6,43.212816627,19.8282958706,1.6243972907,35.2147651007,13.7594695926,1.12721967
61,1.6,61.438450899,29.0744900551,1.3243067332,15.3858921162,7.1591603489,0.3260908183
62,1.6,43.7894736842,22.0478916186,1.4028737493,20.7287449393,10.4697029471,0.6661712458
63,1.6,43.8428524265,22.6294795143,1.4825064947,20.6480686695,10.7852907365,0.7065678888
65,1.6,60.8585858586,27.8325905482,1.4669063219,15.55,8.7643691539,0.461922813
66,1.6,36.9018078695,17.5268702094,1.2991780566,30.9120879121,12.838941752,0.95168568
67,1.6,50.9142857143,25.8172260516,1.3799887795,15.9142857143,9.0119648359,0.4817097828
68,1.6,44.061302682,23.1284120736,1.4316127672,19.9157088123,10.4122212296,0.6445003141
69,1.6,41.2378963357,20.6289458105,1.3631991099,19.4628820961,10.0102424615,0.6614954414
2,1.65,73.5058823529,29.6542848337,1.3261799342,16.408,7.0604203841,0.3157515986
3,1.65,39.1618043792,18.2434937119,1.437788724,40.9316770186,16.1137741409,1.2699433084
4,1.65,42.2160536664,17.8736092711,1.3914585946,47.4787878788,17.1395653843,1.3343133555
5,1.65,40.9921962096,18.8721411447,1.5109805599,45.6794871795,16.5819592961,1.3276192643
6,1.65,43.9254658385,23.6281782345,1.557995935,25.347826087,11.9804503641,0.7899675033
7,1.65,41.785835887,20.4686954917,1.5341935903,34.6741573034,14.3325474506,1.0742698498
8,1.65,40.9696235967,18.1914266894,1.4659069375,45.1818181818,16.3319679131,1.3160674792
9,1.65,44.55602537,19.9896919071,1.5067797212,28.9375,11.7595011152,0.8864057482
10,1.65,37.4028268551,22.7574456995,1.3527897295,16.0918727915,9.9019238784,0.588608278
11,1.65,17.1497584541,6.8373086575,0.6375823199,28.6173913043,10.0152775548,0.9339294476
12,1.65,16.1791928915,5.5850946191,0.6536858814,31.1506849315,9.351098731,1.094463323
13,1.65,15.7765759676,4.0483207851,0.5183343623,34.393442623,10.7295802074,1.3737819727
14,1.65,47.7521546704,26.9188299982,1.2325285565,15.1509433962,7.6893473749,0.3520710306
15,1.65,33.0992022199,15.1951332869,1.1141612294,28.7258064516,10.8526336254,0.7957537058
16,1.65,17.4769068356,3.13022475,0.4666263551,51.4444444444,13.0954708974,1.9521575416
17,1.65,29.5465706335,10.7110965747,1.1828427407,44.7804878049,16.0373226205,1.7710260111
18,1.65,51.5654425612,25.471302028,1.3537844288,18.2655367232,7.9962984989,0.4249984702
20,1.65,53.75,33.1897951184,1.4842927609,10.924,7.7241325727,0.34543371
21,1.65,69,30.7096341993,1.3733765927,11.662,7.2836636386,0.3257353404
22,1.65,75.95,29.021069932,1.297861703,13.072,7.21157514,0.3225114448
23,1.65,79.6222222222,24.7117805665,1.1051444238,14.132,6.6587217993,0.2977870917
24,1.65,51.9111111111,33.1707442124,1.4834407785,11.53,8.6367297052,0.3862462945
26,1.65,42.1067821068,22.2004728559,1.5777189054,24.4494949495,12.0543790923,0.8566674192
27,1.65,49.6803069054,23.8614437065,1.4468125409,20.9485294118,10.5981545653,0.6426075104
28,1.65,47.2356495468,27.3582929172,1.5037477766,18.1450151057,10.423804861,0.5729441318
29,1.65,36.4324324324,16.5501993428,1.2167948555,30.5675675676,11.8502834737,0.8712501686
30,1.65,77.7666666667,27.5602572154,1.2325321722,11.438,6.1369500568,0.27445275
31,1.65,54.0170940171,28.1907932147,1.5047132239,16.9145299145,10.4308106911,0.5567554862
33,1.65,53.5622179239,24.9432345463,1.4853480019,21.6382978723,10.0610030067,0.5991240104
34,1.65,55.41556145,28.1103151838,1.4477548884,14.350132626,8.4667836698,0.4360615442
35,1.65,52.9367327668,27.3144887899,1.453803547,16.3852691218,9.3484032963,0.4975653022
36,1.65,71,32.8005335322,1.4668844535,12.87,7.8593320327,0.3514800137
37,1.65,45.0562823243,26.2323371545,1.4102591823,16.7225433526,10.0592700412,0.5407897077
38,1.65,47.4280602356,30.23577913,1.6092881431,17.954674221,10.7388884253,0.5715733581
39,1.65,46.9935522567,29.827497637,1.5920740431,17.2193732194,10.5940514758,0.5654686347
40,1.65,51.4961389961,24.9421411819,1.4497325088,19.9560810811,10.2897924122,0.5980820355
41,1.65,50.2808988764,29.1485882496,1.5448720875,16.1011235955,9.5117254,0.504120438
42,1.65,54.7492937853,28.7844273028,1.5298750504,17.8644067797,9.7142058486,0.5163042157
43,1.65,53.2390572391,27.0652053977,1.5704825045,22.3434343434,10.7598470595,0.6243496515
44,1.65,50.4889272361,29.2450010323,1.5286606922,17.8743169399,9.9830756482,0.5218237234
45,1.65,45.402892562,23.2706775038,1.495895806,20.7107438017,10.5903729997,0.6807749603
46,1.65,45.6402877698,25.1055347145,1.5057299113,20.3165467626,10.5782700924,0.6344424793
49,1.65,94.34,14.2746068247,0.6383798242,15.214,5.4834481852,0.2452272579
50,1.65,62.2414139385,29.882279593,1.5269131591,16.318537859,8.9025971481,0.454901464
51,1.65,66.725,32.7389198814,1.4641290073,12.058,7.4112506367,0.3314412044
52,1.65,71.35,29.9445737989,1.3391620514,12.742,6.6332070675,0.2966460382
53,1.65,66.3797669492,29.254503647,1.3465476758,16.2944915254,7.6346758112,0.3514144384
54,1.65,80.4195804196,24.7437846335,1.1247174833,16.9566115702,6.8866394849,0.3130290675
55,1.65,44.2348849652,24.975400568,1.5284696926,22.191011236,11.153215963,0.6825657322
56,1.65,38.9430638566,20.272566666,1.0482694668,14.9331550802,8.4079362937,0.4347640356
57,1.65,32.2751322751,12.6915214987,1.2820372736,39.6836734694,13.0841834248,1.321702118
58,1.65,39.5677570093,22.3558484605,1.5282143394,25.6962616822,12.2480700386,0.8372608312
59,1.65,41.1045828437,19.1431414361,1.4074317497,27.1891891892,10.2878512395,0.7563778661
60,1.65,44.2969167706,19.4174922232,1.4432908304,35.8729281768,12.8836864916,0.9576368751
61,1.65,64.5311430527,28.9728782635,1.3128864347,15.501026694,7.2954304123,0.3305875079
62,1.65,44.5296803653,22.076926226,1.4918204251,20.7397260274,10.1329437824,0.6847208867
63,1.65,46.1106309421,22.6442761233,1.3858071934,20.9962546816,10.3538511272,0.6336453987
65,1.65,62.6968004063,28.7928162165,1.5217476223,15.2737430168,8.7805608658,0.4640670617
66,1.65,40.9741508225,18.6126468389,1.5146757185,32.3509933775,12.3031243948,1.0012140639
67,1.65,53.59375,27.1279846935,1.3843691719,16.125,8.5905107532,0.4383826661
68,1.65,43.12,22.0383665456,1.3938286839,20.46,10.1500935956,0.6419482845
69,1.65,41.8326693227,19.8029969094,1.2499540814,19.4103585657,8.5923001451,0.5423411761
2,1.7,74.1882352941,28.8520003444,1.2903006811,15.79,6.1176711255,0.27359057
3,1.7,43.1034482759,20.4148672907,1.5476470953,41.1034482759,14.6102896214,1.1076031978
4,1.7,42.0377438507,18.1714962861,1.5142913572,48.9791666667,18.4321084396,1.5360090366
5,1.7,44.6324110672,18.5994494252,1.447965174,46.9454545455,17.2918809273,1.3461711045
6,1.7,46.298136646,24.1007907635,1.5891590823,26.1652173913,12.7224077806,0.8388907265
7,1.7,45.727897532,20.5745796974,1.4771687354,35.5773195876,14.3450376143,1.0299136791
8,1.7,43.9723874733,18.831278533,1.5324677134,47.8476821192,17.0941097265,1.3910989208
9,1.7,44.0009256045,20.8282488256,1.4691113995,28.7512437811,13.2111746362,0.931844411
10,1.7,39.7627118644,23.9408444572,1.3938898545,16.7457627119,9.9993105192,0.5821823666
11,1.7,17.3976608187,7.3199133693,0.6347169859,27.5864661654,9.2526182594,0.8023037537
12,1.7,17.2546230441,6.5191585638,0.668851556,32.5473684211,11.1069143198,1.1395453651
13,1.7,16.2839737582,4.6217671868,0.568900214,32.8787878788,9.6914757164,1.1929381957
14,1.7,49.1221991222,27.6306936186,1.2598511857,15.3014553015,7.6214066863,0.3475062328
15,1.7,34.3329550981,16.1025367426,1.141478565,29.2211055276,10.9604752118,0.7769674876
16,1.7,18.0522565321,3.7642838921,0.4819671647,49.9344262295,12.1329639757,1.5534668518
17,1.7,28.8723503223,11.198513994,1.1142937899,43.4059405941,15.529070929,1.5452003104
18,1.7,54.5033670034,25.413435847,1.2770732021,18.702020202,8.0199937001,0.4030198473
20,1.7,55.5,32.9355431107,1.4729222654,11.364,8.1020678842,0.3623354909
21,1.7,72.5428571429,29.2906476681,1.3099175858,12.044,6.5630834217,0.2935100135
22,1.7,77.25,28.5580549058,1.2771550415,12.83,6.8399634502,0.3058924648
24,1.7,54.5777777778,32.7961455128,1.4666882153,11.56,8.2042915599,0.3669070727
26,1.7,44.4642857143,22.1240250728,1.4782236043,25.34375,11.8043067296,0.7887084191
27,1.7,50.5376344086,25.0825872908,1.501655222,21.5591397849,11.0233987359,0.6599536198
28,1.7,46.2288135593,27.8738312618,1.4814774169,18.0988700565,10.6330073912,0.5651379667
29,1.7,37.0792079208,17.6413136792,1.241238499,30.1534653465,11.4143913362,0.8031137719
30,1.7,78.6333333333,26.9695095329,1.2061131327,10.998,5.705961444,0.2551783533
31,1.7,55.6017316017,29.9155636648,1.5246383002,16.3688311688,9.1395566652,0.4657949385
33,1.7,51.0921940251,25.6812400649,1.5265912642,20.4628975265,10.7223817999,0.6373794391
34,1.7,61.3815789474,27.0712026246,1.3887233929,15.6789473684,8.116719518,0.4163789258
35,1.7,52.361516035,26.61002578,1.4368063387,16.1428571429,8.7258204022,0.4711500157
36,1.7,72.175,31.9445907001,1.4286055264,12.734,7.6359180195,0.3414886352
37,1.7,44.4527511962,27.0980828969,1.4443326714,16.7840909091,9.7691523588,0.5206975703
38,1.7,51.5632364493,29.2944231794,1.6005253143,18.776119403,11.1481487594,0.6090884326
39,1.7,50.8720930233,30.1151925754,1.6237023655,17.7848837209,10.496688486,0.5659435145
40,1.7,51.9015659955,23.8494070972,1.3815590586,19.7013422819,9.2961021389,0.5385087381
41,1.7,53.2282282282,28.3491426299,1.5535234464,17.8498498498,10.4669496279,0.5735853063
42,1.7,54.6789617486,30.3435374961,1.586082113,17.218579235,10.4568477918,0.5465881901
43,1.7,57.1104100946,26.6483784609,1.4967220488,23.9810725552,12.0083943346,0.6744586204
44,1.7,53.7375083278,29.7087319086,1.4948085281,18.6430379747,10.5505016204,0.530853348
45,1.7,44.4101508916,23.9590232288,1.5369720567,20.2386831276,11.3576638578,0.7285944762
46,1.7,51.020979021,26.4473268657,1.5638632216,21.6188811189,10.7906748854,0.6380659821
50,1.7,66.1846925005,28.1448615223,1.4090054351,17.3759398496,9.1752102846,0.4593350423
51,1.7,68.2,32.7873451197,1.4662946498,12.662,7.6120796107,0.3404225492
52,1.7,72.125,29.7308236516,1.3296028542,12.614,6.9149840202,0.3092474867
53,1.7,70.2160493827,28.0359232672,1.271735305,16.4197530864,7.2844004883,0.3304271163
54,1.7,82.1243929187,24.0248950008,1.0842283334,17.3584521385,7.3602267442,0.3321623831
55,1.7,46.0245046924,25.6048286454,1.5468442681,22.598540146,12.3385691974,0.7454002252
56,1.7,38.5204081633,20.9644057804,1.0588623922,14.4260204082,8.1625474015,0.4122709014
57,1.7,30.5291005291,13.1551991569,1.2838159817,37.5047619048,12.0175457518,1.1727923776
58,1.7,43.201754386,21.8886455483,1.4496109641,26.0394736842,12.0817109746,0.8001308557
59,1.7,41.1922904527,20.6704397603,1.4840510868,27.3350515464,12.2241145927,0.8776402804
60,1.7,43.206737645,19.9931464942,1.4032437909,33.8128078818,14.1046208233,0.9899503112
61,1.7,70.4158145876,27.1669962439,1.2285340366,16.0920245399,6.7303996873,0.3043591946
62,1.7,44.7966101695,22.5247733005,1.466237853,21.0296610169,10.490672284,0.6828846001
63,1.7,46.8556990455,23.6121672036,1.4264631879,21.496350365,10.8180871035,0.6535445427
65,1.7,64.5256916996,28.6951145432,1.4958362488,16.0326086957,9.1961725107,0.4793836307
66,1.7,40.5456417296,19.0617843043,1.3902235027,30.7393617021,11.6747200803,0.8514664726
67,1.7,55.1268115942,27.0854053785,1.411924358,17.0733695652,9.7041871036,0.505865722
68,1.7,47.2786885246,23.41649352,1.4990873846,21.237704918,10.2801362486,0.6581182853
69,1.7,41.4151747656,19.8320991051,1.2419342203,18.8941176471,9.2554469763,0.5795985721
3,1.75,43.56609574,20.0935447795,1.5835931739,41.7267080745,15.6359942995,1.2322889819
4,1.75,45.3653217012,18.8668881034,1.4262026839,50.2571428571,16.6437338825,1.2581480212
5,1.75,44.3239369326,19.8528899299,1.4715941094,44.3461538462,16.4188300348,1.2170446544
6,1.75,46.392251816,24.301171455,1.5818715236,25.5847457627,12.8325765747,0.8353295847
7,1.75,47.639011474,22.002972885,1.5330197622,36.213592233,15.3835433982,1.0718222562
8,1.75,45.3254597908,19.249837453,1.4039386882,47.4574468085,17.4161608086,1.2702040741
9,1.75,44.4196665605,20.6300311974,1.3940483198,27.3242009132,11.7892416197,0.7966431225
10,1.75,40.9566787004,24.0315286395,1.4439146159,16.5559566787,9.6285493566,0.578523462
11,1.75,16.7069243156,6.4235869651,0.5468120355,26.7536231884,9.2405938028,0.7866115823
12,1.75,17.7078021418,6.875372021,0.6677951642,32.4245283019,10.4943364,1.019300058
13,1.75,17.7454791279,4.84309403,0.6200946488,34.2459016393,9.237584912,1.1827515502
14,1.75,54.786862334,30.2294157948,1.3841098671,15.6813417191,7.1002943721,0.3251001464
15,1.75,34.082763115,16.3918734438,1.1649197202,28.0909090909,10.6226277533,0.7549172822
16,1.75,19.2348511649,3.8126130779,0.5561267742,50.4255319149,13.3921931543,1.9534521406
17,1.75,30.2640657342,11.6608515469,1.1272970684,42.7570093458,15.0076872025,1.4508478835
18,1.75,57.3075296108,25.8552927189,1.3025708293,18.9010152284,7.7918901602,0.3925497552
20,1.75,59.625,32.7707472451,1.4655523703,11.536,7.2796087807,0.3255540017
21,1.75,74.5428571429,28.5373940146,1.2762310583,12.4,6.7855729309,0.3034600468
22,1.75,79.075,26.3264482033,1.1773545558,13.176,6.533989899,0.2922089116
24,1.75,54.3777777778,34.0202626622,1.5214323985,11.762,8.4264675873,0.3768430867
26,1.75,45.3725222146,22.7921234914,1.5765641481,25.6794258373,12.0944294052,0.8365891752
27,1.75,53.7906137184,25.1963014569,1.5138990318,21.7761732852,10.662550061,0.6406505431
28,1.75,44.9287749288,27.5687805685,1.471512645,17.8176638177,11.3567293058,0.6061773657
29,1.75,37.4188034188,19.2902139175,1.381400911,31.4717948718,13.8894157954,0.9946417243
30,1.75,80.2666666667,25.9601403865,1.1609727722,12.098,6.7941442434,0.3038433675
31,1.75,55.2682497801,29.1863147865,1.4992002889,16.3218997361,9.6203292107,0.4941631185
33,1.75,51.089547157,26.057744223,1.5947080486,19.7790262172,9.6099906166,0.5881218747
34,1.75,61.7555555556,26.3127814785,1.3587861928,16.2613333333,8.2352719985,0.4252676174
35,1.75,53.8045375218,27.1960790535,1.3914724544,16.2277486911,8.8606409339,0.453349829
36,1.75,75.75,30.9243027407,1.3829768617,13.266,7.5192582081,0.3362714499
37,1.75,48.2010110021,26.4243097597,1.4044362183,17.2316384181,9.8744957176,0.5248235261
